T17,Employment by economic activity,,,,,,,
Region/Country/Area,,Year,Series,Department,Gender,Value,Footnotes,Source
418,Lao People's Dem. Rep.,2015,Employment by industry,Agriculture,Male and Female,65.866,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Industry,Male and Female,10.591,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Services,Male and Female,23.544,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Agriculture,Male,63.993,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Industry,Male,12.952,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Services,Male,23.055,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Agriculture,Female,67.805,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Industry,Female,8.145,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Employment by industry,Services,Female,24.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Agriculture,Male and Female,61.669,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Industry,Male and Female,12.153,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Services,Male and Female,26.177,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Agriculture,Male,59.904,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Industry,Male,15.231,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Services,Male,24.865,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Agriculture,Female,63.501,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Industry,Female,8.96,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
418,Lao People's Dem. Rep.,2020,Employment by industry,Services,Female,27.539,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Agriculture,Male and Female,12.051,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Industry,Male and Female,26.476,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Services,Male and Female,61.473,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Agriculture,Male,15.874,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Industry,Male,35.196,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Services,Male,48.93,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Agriculture,Female,7.996,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Industry,Female,17.227,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2005,Employment by industry,Services,Female,74.777,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Agriculture,Male and Female,8.614,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Industry,Male and Female,23.074,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Services,Male and Female,68.311,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Agriculture,Male,11.778,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Industry,Male,33.474,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Services,Male,54.748,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Agriculture,Female,5.728,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Industry,Female,13.587,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2010,Employment by industry,Services,Female,80.685,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Agriculture,Male and Female,7.939,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Industry,Male and Female,23.645,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Services,Male and Female,68.415,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Agriculture,Male,10.865,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Industry,Male,34.674,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Services,Male,54.461,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Agriculture,Female,5.043,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Industry,Female,12.729,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2015,Employment by industry,Services,Female,82.227,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2020,Employment by industry,Agriculture,Male and Female,6.512,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2020,Employment by industry,Industry,Male and Female,23.722,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2020,Employment by industry,Services,Male and Female,69.766,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2020,Employment by industry,Agriculture,Male,9.307,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
428,Latvia,2020,Employment by industry,Industry,Male,34.84,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
