Date of Publication,Quarter_From,Quarter_To,Year,Region,Sex,Age,Total,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),"Unemployment
rate (%)",Economic inactivity rate (%)
Nov-Jan,Nov,Jan,2023,Scotland,Female,All aged 16 to 64,1760881,1356010,1321353,34657,404871,77.0,75.0,2.6,23.0
Nov-Jan,Nov,Jan,2023,Northern Ireland,Male,All aged 16 to 64,578819,452187,437243,14943,126632,78.1,75.5,3.3,21.9
Oct-Dec,Nov,Jan,2023,Northern Ireland,Female,All aged 16 to 64,590601,408762,402614,6148,181839,69.2,68.2,1.5,30.8
Oct-Dec,Oct,Dec,2021,North East,Male,All aged 16 to 64,801990,634037,602112,31926,167953,79.1,75.1,5.0,20.9
Oct-Dec,Oct,Dec,2021,North East,Female,All aged 16 to 64,822512,588748,551819,36929,233764,71.6,67.1,6.3,28.4
Oct-Dec,Oct,Dec,2021,Yorkshire and The Humber,Male,All aged 16 to 64,1680354,1351667,1291020,60646,328687,80.4,76.8,4.5,19.6
Oct-Dec,Oct,Dec,2021,Yorkshire and The Humber,Female,All aged 16 to 64,1691626,1202096,1165035,37061,489530,71.1,68.9,3.1,28.9
Oct-Dec,Oct,Dec,2021,East Midlands,Male,All aged 16 to 64,1467012,1173695,1128759,44936,293317,80.0,76.9,3.8,20.0
Oct-Dec,Oct,Dec,2021,East Midlands,Female,All aged 16 to 64,1481479,1129048,1096046,33002,352431,76.2,74.0,2.9,23.8
Oct-Dec,Oct,Dec,2021,West Midland,Male,All aged 16 to 64,1813270,1518970,1452505,66465,294300,83.8,80.1,4.4,16.2
Oct-Dec,Oct,Dec,2021,West Midland,Female,All aged 16 to 64,1809726,1344662,1269253,75409,465064,74.3,70.1,5.6,25.7
Oct-Dec,Oct,Dec,2021,East of England,Male,All aged 16 to 64,1884467,1599994,1550254,49740,284473,84.9,82.3,3.1,15.1
Oct-Dec,Oct,Dec,2021,East of England,Female,All aged 16 to 64,1906866,1490317,1445326,44991,416549,78.2,75.8,3.0,21.8
Oct-Dec,Oct,Dec,2021,London,Male,All aged 16 to 64,3101619,2624897,2500201,124696,476722,84.6,80.6,4.8,15.4
Oct-Dec,Oct,Dec,2021,London,Female,All aged 16 to 64,3036579,2294041,2160150,133890,742538,75.5,71.1,5.8,24.5
Oct-Dec,Oct,Dec,2021,South East,Male,All aged 16 to 64,2781924,2357287,2258625,98661,424637,84.7,81.2,4.2,15.3
Oct-Dec,Oct,Dec,2021,South East,Female,All aged 16 to 64,2811355,2164468,2085125,79343,646887,77.0,74.2,3.7,23.0
Oct-Dec,Oct,Dec,2021,South West,Male,All aged 16 to 64,1658959,1378437,1337090,41348,280522,83.1,80.6,3.0,16.9
Oct-Dec,Oct,Dec,2021,South West,Female,All aged 16 to 64,1681723,1335322,1297258,38064,346401,79.4,77.1,2.9,20.6
Oct-Dec,Oct,Dec,2021,England,Male,All aged 16 to 64,17418516,14434481,13817531,616951,2984035,82.9,79.3,4.3,17.1
Oct-Dec,Oct,Dec,2021,England,Female,All aged 16 to 64,17497326,13216748,12676571,540178,4280578,75.5,72.4,4.1,24.5
Oct-Dec,Oct,Dec,2021,Wales,Male,All aged 16 to 64,950180,762032,740217,21815,188148,80.2,77.9,2.9,19.8
Oct-Dec,Oct,Dec,2021,Wales,Female,All aged 16 to 64,954564,700837,676516,24321,253727,73.4,70.9,3.5,26.6
Oct-Dec,Oct,Dec,2021,Scotland,Male,All aged 16 to 64,1676437,1340331,1277595,62736,336106,80.0,76.2,4.7,20.0
Oct-Dec,Oct,Dec,2021,Scotland,Female,All aged 16 to 64,1754898,1316477,1267490,48986,438421,75.0,72.2,3.7,25.0
Oct-Dec,Oct,Dec,2021,Northern Ireland,Male,All aged 16 to 64,576863,426296,408464,17832,150567,73.9,70.8,4.2,26.1
Oct-Dec,Oct,Dec,2021,Northern Ireland,Female,All aged 16 to 64,588602,402627,393093,9535,185975,68.4,66.8,2.4,31.6
Oct-Dec,Oct,Dec,2022,North East,Male,All aged 16 to 64,804862,611916,580754,31162,192946,76.0,72.2,5.1,24.0
Oct-Dec,Oct,Dec,2022,North East,Female,All aged 16 to 64,825453,600074,576118,23956,225379,72.7,69.8,4.0,27.3
Oct-Dec,Oct,Dec,2022,Yorkshire and The Humber,Male,All aged 16 to 64,1686361,1358295,1304199,54096,328066,80.5,77.3,4.0,19.5
Oct-Dec,Oct,Dec,2022,Yorkshire and The Humber,Female,All aged 16 to 64,1697676,1245828,1195858,49970,451848,73.4,70.4,4.0,26.6
Oct-Dec,Oct,Dec,2022,East Midlands,Male,All aged 16 to 64,1472234,1218523,1178614,39909,253711,82.8,80.1,3.3,17.2
Oct-Dec,Oct,Dec,2022,East Midlands,Female,All aged 16 to 64,1486771,1067592,1030470,37122,419179,71.8,69.3,3.5,28.2
Oct-Dec,Oct,Dec,2022,West Midland,Male,All aged 16 to 64,1819729,1482194,1415605,66590,337535,81.5,77.8,4.5,18.5
Oct-Dec,Oct,Dec,2022,West Midland,Female,All aged 16 to 64,1816191,1357035,1294559,62476,459156,74.7,71.3,4.6,25.3
Oct-Dec,Oct,Dec,2022,East of England,Male,All aged 16 to 64,1891206,1618566,1568783,49783,272640,85.6,83.0,3.1,14.4
Oct-Dec,Oct,Dec,2022,East of England,Female,All aged 16 to 64,1913723,1463837,1402729,61107,449886,76.5,73.3,4.2,23.5
Oct-Dec,Oct,Dec,2022,London,Male,All aged 16 to 64,3112633,2557089,2463486,93604,555544,82.2,79.1,3.7,17.8
Oct-Dec,Oct,Dec,2022,London,Female,All aged 16 to 64,3047449,2285896,2161050,124845,761553,75.0,70.9,5.5,25.0
Oct-Dec,Oct,Dec,2022,South East,Male,All aged 16 to 64,2791851,2370894,2257410,113484,420957,84.9,80.9,4.8,15.1
Oct-Dec,Oct,Dec,2022,South East,Female,All aged 16 to 64,2821455,2210102,2131374,78728,611353,78.3,75.5,3.6,21.7
Oct-Dec,Oct,Dec,2022,South West,Male,All aged 16 to 64,1664904,1411714,1370650,41064,253190,84.8,82.3,2.9,15.2
Oct-Dec,Oct,Dec,2022,South West,Female,All aged 16 to 64,1687803,1338813,1320152,18661,348990,79.3,78.2,1.4,20.7
Oct-Dec,Oct,Dec,2022,England,Male,All aged 16 to 64,17480648,14433356,13873311,560045,3047292,82.6,79.4,3.9,17.4
Oct-Dec,Oct,Dec,2022,England,Female,All aged 16 to 64,17560065,13232204,12712696,519508,4327861,75.4,72.4,3.9,24.6
Oct-Dec,Oct,Dec,2022,Wales,Male,All aged 16 to 64,953587,769973,737146,32827,183614,80.7,77.3,4.3,19.3
Oct-Dec,Oct,Dec,2022,Wales,Female,All aged 16 to 64,958014,654818,635420,19398,303196,68.4,66.3,3.0,31.6
Oct-Dec,Oct,Dec,2022,Scotland,Male,All aged 16 to 64,1682424,1358857,1305255,53603,323567,80.8,77.6,3.9,19.2
Oct-Dec,Oct,Dec,2022,Scotland,Female,All aged 16 to 64,1761163,1367851,1331938,35913,393312,77.7,75.6,2.6,22.3
Oct-Dec,Oct,Dec,2022,Northern Ireland,Male,All aged 16 to 64,578913,452698,436618,16080,126215,78.2,75.4,3.6,21.8
Sep-Nov,Oct,Dec,2022,Northern Ireland,Female,All aged 16 to 64,590735,409770,403935,5835,180965,69.4,68.4,1.4,30.6
Sep-Nov,Sep,Nov,2021,North East,Male,All aged 16 to 64,802207,630283,594189,36094,171924,78.6,74.1,5.7,21.4
Sep-Nov,Sep,Nov,2021,North East,Female,All aged 16 to 64,822742,587333,552205,35127,235409,71.4,67.1,6.0,28.6
Sep-Nov,Sep,Nov,2021,Yorkshire and The Humber,Male,All aged 16 to 64,1680753,1347387,1287425,59962,333366,80.2,76.6,4.5,19.8
Sep-Nov,Sep,Nov,2021,Yorkshire and The Humber,Female,All aged 16 to 64,1692058,1203189,1164956,38234,488869,71.1,68.8,3.2,28.9
Sep-Nov,Sep,Nov,2021,East Midlands,Male,All aged 16 to 64,1467372,1172808,1129684,43124,294564,79.9,77.0,3.7,20.1
Sep-Nov,Sep,Nov,2021,East Midlands,Female,All aged 16 to 64,1481805,1128278,1091418,36860,353527,76.1,73.7,3.3,23.9
Sep-Nov,Sep,Nov,2021,West Midland,Male,All aged 16 to 64,1813710,1520568,1454983,65584,293142,83.8,80.2,4.3,16.2
Sep-Nov,Sep,Nov,2021,West Midland,Female,All aged 16 to 64,1810158,1330607,1261748,68859,479551,73.5,69.7,5.2,26.5
Sep-Nov,Sep,Nov,2021,East of England,Male,All aged 16 to 64,1884923,1608318,1560436,47882,276605,85.3,82.8,3.0,14.7
Sep-Nov,Sep,Nov,2021,East of England,Female,All aged 16 to 64,1907304,1489421,1448334,41087,417883,78.1,75.9,2.8,21.9
Sep-Nov,Sep,Nov,2021,London,Male,All aged 16 to 64,3102375,2608192,2479669,128523,494183,84.1,79.9,4.9,15.9
Sep-Nov,Sep,Nov,2021,London,Female,All aged 16 to 64,3037355,2294532,2162633,131900,742823,75.5,71.2,5.7,24.5
Sep-Nov,Sep,Nov,2021,South East,Male,All aged 16 to 64,2782592,2369055,2263658,105397,413537,85.1,81.4,4.4,14.9
Sep-Nov,Sep,Nov,2021,South East,Female,All aged 16 to 64,2812080,2164627,2078697,85930,647453,77.0,73.9,4.0,23.0
Sep-Nov,Sep,Nov,2021,South West,Male,All aged 16 to 64,1659390,1384018,1337355,46663,275372,83.4,80.6,3.4,16.6
Sep-Nov,Sep,Nov,2021,South West,Female,All aged 16 to 64,1682129,1332016,1294988,37028,350113,79.2,77.0,2.8,20.8
Sep-Nov,Sep,Nov,2021,England,Male,All aged 16 to 64,17422725,14439390,13807864,631526,2983335,82.9,79.3,4.4,17.1
Sep-Nov,Sep,Nov,2021,England,Female,All aged 16 to 64,17501633,13198138,12658105,540033,4303495,75.4,72.3,4.1,24.6
Sep-Nov,Sep,Nov,2021,Wales,Male,All aged 16 to 64,950405,769011,747282,21729,181394,80.9,78.6,2.8,19.1
Sep-Nov,Sep,Nov,2021,Wales,Female,All aged 16 to 64,954820,691658,663218,28440,263162,72.4,69.5,4.1,27.6
Sep-Nov,Sep,Nov,2021,Scotland,Male,All aged 16 to 64,1676862,1350422,1291227,59195,326440,80.5,77.0,4.4,19.5
Sep-Nov,Sep,Nov,2021,Scotland,Female,All aged 16 to 64,1755343,1322257,1282723,39534,433086,75.3,73.1,3.0,24.7
Sep-Nov,Sep,Nov,2021,Northern Ireland,Male,All aged 16 to 64,576986,419146,400141,19005,157840,72.6,69.4,4.5,27.4
Sep-Nov,Sep,Nov,2021,Northern Ireland,Female,All aged 16 to 64,588755,404373,393060,11313,184382,68.7,66.8,2.8,31.3
Sep-Nov,Sep,Nov,2022,North East,Male,All aged 16 to 64,805042,626363,594160,32203,178679,77.8,73.8,5.1,22.2
Sep-Nov,Sep,Nov,2022,North East,Female,All aged 16 to 64,825696,599396,572255,27142,226300,72.6,69.3,4.5,27.4
Sep-Nov,Sep,Nov,2022,Yorkshire and The Humber,Male,All aged 16 to 64,1686799,1373101,1312932,60169,313698,81.4,77.8,4.4,18.6
Sep-Nov,Sep,Nov,2022,Yorkshire and The Humber,Female,All aged 16 to 64,1698187,1251153,1200772,50381,447034,73.7,70.7,4.0,26.3
Sep-Nov,Sep,Nov,2022,East Midlands,Male,All aged 16 to 64,1472616,1217544,1174553,42992,255072,82.7,79.8,3.5,17.3
Sep-Nov,Sep,Nov,2022,East Midlands,Female,All aged 16 to 64,1487186,1081277,1042835,38442,405909,72.7,70.1,3.6,27.3
Sep-Nov,Sep,Nov,2022,West Midland,Male,All aged 16 to 64,1820253,1484262,1412101,72162,335991,81.5,77.6,4.9,18.5
Sep-Nov,Sep,Nov,2022,West Midland,Female,All aged 16 to 64,1816668,1351321,1297410,53911,465347,74.4,71.4,4.0,25.6
Sep-Nov,Sep,Nov,2022,East of England,Male,All aged 16 to 64,1891685,1615274,1567747,47527,276411,85.4,82.9,2.9,14.6
Sep-Nov,Sep,Nov,2022,East of England,Female,All aged 16 to 64,1914208,1463605,1405312,58293,450603,76.5,73.4,4.0,23.5
Sep-Nov,Sep,Nov,2022,London,Male,All aged 16 to 64,3113534,2565293,2478497,86797,548241,82.4,79.6,3.4,17.6
Sep-Nov,Sep,Nov,2022,London,Female,All aged 16 to 64,3048281,2267698,2156377,111321,780583,74.4,70.7,4.9,25.6
Sep-Nov,Sep,Nov,2022,South East,Male,All aged 16 to 64,2792581,2348641,2250649,97992,443940,84.1,80.6,4.2,15.9
Sep-Nov,Sep,Nov,2022,South East,Female,All aged 16 to 64,2822197,2191850,2116974,74876,630347,77.7,75.0,3.4,22.3
Sep-Nov,Sep,Nov,2022,South West,Male,All aged 16 to 64,1665332,1395281,1353874,41407,270051,83.8,81.3,3.0,16.2
Sep-Nov,Sep,Nov,2022,South West,Female,All aged 16 to 64,1688211,1325600,1306992,18608,362611,78.5,77.4,1.4,21.5
Sep-Nov,Sep,Nov,2022,England,Male,All aged 16 to 64,17485299,14444948,13887523,557425,3040351,82.6,79.4,3.9,17.4
Sep-Nov,Sep,Nov,2022,England,Female,All aged 16 to 64,17564775,13186143,12695152,490991,4378632,75.1,72.3,3.7,24.9
Sep-Nov,Sep,Nov,2022,Wales,Male,All aged 16 to 64,953842,764508,735644,28863,189334,80.2,77.1,3.8,19.8
Sep-Nov,Sep,Nov,2022,Wales,Female,All aged 16 to 64,958295,666689,645771,20918,291606,69.6,67.4,3.1,30.4
Sep-Nov,Sep,Nov,2022,Scotland,Male,All aged 16 to 64,1682871,1348775,1293251,55525,334096,80.1,76.8,4.1,19.9
Sep-Nov,Sep,Nov,2022,Scotland,Female,All aged 16 to 64,1761662,1362377,1327782,34595,399285,77.3,75.4,2.5,22.7
Sep-Nov,Sep,Nov,2022,Northern Ireland,Male,All aged 16 to 64,579087,452120,434132,17987,126967,78.1,75.0,4.0,21.9
Sep-Nov,Sep,Nov,2022,Northern Ireland,Female,All aged 16 to 64,590886,406613,400165,6449,184273,68.8,67.7,1.6,31.2
